rest_id,name,address,rate,latitude,longitude,street food,mediterranean,homemade,italian,pasta,burger,mexican,salad,vegan,vegetarian,wraps,kosher,breakfast,sandwich,soup,french,hummus,dessert,bakery,sweets,steak,pizza,asian,meat,ice cream,smoothie,cafe,healthy,american,indian,fish,thai,kebab,sushi,japanese,bowl,kids
109,Juice and more,"Bograshov 61 Tel Aviv, Tel-Aviv",9.4,32.0755477,34.772683,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
110,Hasultan's Shawarma,"Jordan 94, Ramat Gan, Tel-Aviv",8.4,32.068424,34.824785,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
111,JAPO | Bursa,"19 tuval st.Ramat gan, Tel-Aviv",8.6,32.0845724,34.8022224,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
112,Loveat,"Dizengoff 232, Tel-Aviv",8.8,32.0893574,34.7757839,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
113,Shlomo & Doron Hummus,"Yishkon St 29, Tel Aviv, Tel-Aviv",9,32.06901,34.767609,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
114,Begin's Coffee,"Through 126, Tel Aviv, Tel-Aviv",9.2,,,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
115,MOTO La Pizza,"Jerusalem Boulevard 32, Ramat Gan, Tel-Aviv",8.8,32.0846325,34.8297444,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
116,Mr. Pretzels | Givatayim,"Via Yitzhak Rabin 53 Givatayim, Tel-Aviv",8,32.072176,34.808871,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
117,Aroma | Bursa Ramat Gan,"Jabotinsky 7, Ramat Gan, Tel-Aviv",8.4,32.0833871,34.8037261,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
118,Oakberry,"Frishman 42, Tel Aviv, Tel-Aviv",8.6,32.0796232,34.7733584,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
119,Ben Ami Salad Bar,"Nachmani 21, Tel Aviv, Tel-Aviv",8.2,32.0660673,34.7747282,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
120,Arale | North TLV,"Taggor 30, Tel-Aviv",8.8,32.1165125,34.796767,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
121,Red Meat | Dizengoff,"Dizengoff 271, Tel Aviv, Tel-Aviv",8,32.095215,34.7761422,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
122,Eats Cafeteria | Sheinkin,"Sheinkin St 20, Tel Aviv, Tel-Aviv",8.8,32.0693771,34.7724094,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
123,Rothschilda | Yehudit Boulevard,"Judaism 11 Tel Aviv, Tel-Aviv",8.6,,,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
124,Leggenda | Dizengoff Square,"Dizengoff 94, Tel Aviv, Tel-Aviv",8.8,32.0784152,34.7742087,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
125,Aluf Ha'shnitzel,"Hasmoneans 119, Tel-Aviv",8.6,,,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
126,Fleishman | B.S.R,"Bar Kochba 16 Bnei Brak, Tel-Aviv",8.6,32.0941944,34.8236044,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
127,Falafel Gina | Begin,"Menachem Begin 126, Tel Aviv, Tel-Aviv",8.4,32.0930882,34.8322717,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
128,Turbo Sausage Toast | North TLV,"Path Nmir Mordechai 170, Tel-Aviv",6,,,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
129,Hateimani,"Yehuda Halevi 43, Tel Aviv, Tel-Aviv",8,32.0619237,34.7728956,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
130,Mystic Artisan Ice Cream,"Dizengoff 138, Tel Aviv, Tel-Aviv",9,32.0822818,34.7739884,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
131,Citizen Garden,"Montefiore St 15, Tel-Aviv",9,32.0649714,34.7707454,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
132,Mitchely | Health Bar,"Florentine 21, Tel Aviv, Tel-Aviv",9,32.0563379,34.7691389,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
133,Reno Burger,This is a virtual venue,8.2,,,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
134,Falafel Ba'Ribua | Givatayim,"Borochov 54 Givatayim, Tel-Aviv",8.4,32.078803,34.8098479,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
135,Yehuda Halevi Sandwich Bar,"Lincoln 13, Tel-Aviv",9,32.0667931,34.7822963,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
136,Golda | Hayarkon,"Hayarkon 163, Tel Aviv, Tel-Aviv",8.6,32.085297,34.7700921,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
137,Casa de Acai,"Dizengoff 105 Tel Aviv, Tel-Aviv",8.2,32.0798987,34.7737211,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
138,Soft Cookies | Tel Aviv,"Sarona Market, yesterday magan, Tel-Aviv",8.4,32.0709839,34.7872963,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
139,Hashachen,"Ibn Gvirol 8 Tel Aviv, Tel-Aviv",8.2,32.0721284,34.7820678,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
140,Cafè Saga,"Rabi clicks 4, Tel-Aviv",7.6,,,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
141,Masbaha,"Levontin 2 tel aviv, Tel-Aviv",8.6,32.0612742,34.7739498,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
142,Malabi BaPishpeshim,"Amiad 11, Tel Aviv, Tel-Aviv",8.8,32.0533803,34.7558595,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
143,Megulgalawach,"Rambam 1, Tel Aviv, Tel-Aviv",8.6,32.0682505,34.7685897,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
144,Pri 101 | Yigal Alon,"Yigal Alon 94, Tel-Aviv",9,32.0685272,34.7941568,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
145,Sambazon Açaí | Hashomer,"Hashomer 1, Tel Aviv, Tel-Aviv",9,32.0685111,34.769243,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
146,Comptoir Français,"Lillenblum 33, Tel-Aviv",9,32.062665,34.7715308,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
147,Qaligo,"Hayarkon 136, Tel Aviv, Tel-Aviv",8.2,32.0825783,34.7688844,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
148,Roladin | Jabotinsky,"Dizengoff 217 Tel Aviv, Tel-Aviv",8.8,32.0891162,34.7753092,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
149,Mamma Pasta,"Blessed Hirsch 30, Tel-Aviv",8,,,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
150,Roladin | Lamed Neighborhood,"Ozner Dov 3, Tel-Aviv",8.8,32.1244407,34.8051954,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
151,Arcaffé | Rothschild,"Rothschild Blvd 31, Tel Aviv-Yafo, Tel-Aviv",8,32.063831,34.7731644,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
152,Sirim Ochel Be Keif,"Niri 3, Tel Aviv, Tel-Aviv",8,,,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
153,The Tunisian,"Jerusalem demon 54, Ramat Gan, Tel-Aviv",7.4,32.0851035,34.8298884,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
154,Etsel Mikha,"Ben Yehuda 191 A, Tel Aviv, Tel-Aviv",8.6,32.0913503,34.774144,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
155,Tata | Tel Aviv,"Surbell 22, Tel Aviv, Tel-Aviv",8.6,,,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
156,The Gelato Factory | TLV,"Champion Klman Magen 3, Tel Aviv, Tel-Aviv",8.4,32.0713993,34.7865759,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
157,Dudi's Restaurant,"Gush Etzion 1, Givatayim, Tel-Aviv",8.6,32.0750611,34.8072241,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
158,Yankale Baguette,"Ze'ev Jabotinsky 87, Ramat Gan, Tel-Aviv",8.6,32.087908,34.8135099,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
159,Pizza Kimat Hinam | Ramat Gan,"Jabotinsky 89, Tel-Aviv",8.6,32.0880443,34.7835355,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
160,Aldo | Tel Aviv,"La Guardia 64, Tel Aviv, Tel-Aviv",8.6,32.0591414,34.7984235,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
161,Nono | Ramat Aviv,"Rabbi Ashi 16, Tel-Aviv",8.8,32.1205384,34.799772,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
162,Poke Buddha Bowl,"King George 81 Tel Aviv, Tel-Aviv",8.2,32.0759729,34.7764908,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
163,6-May,"Ben Ami 13, Tel Aviv, Tel-Aviv",8.6,32.0781573,34.7738234,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
164,The Streets | King George,"King George 70, Tel-Aviv",8.2,32.0760445,34.7769235,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
165,Café Barzilay,"Barzilai 1 Tel Aviv, Tel-Aviv",8.8,32.0622599,34.775366,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
166,LILA PIZZA,"Merkhavya St 4, Tel-Aviv",8.8,32.0603387,34.7720644,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
167,MIXI Salad Bar | Sarona Market,"Champion Klman Magen 5, Tel Aviv, Tel-Aviv",8.4,32.070732,34.786781,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
168,Cafe Nona,"Stone Gvirol 44, Tel-Aviv",7.8,32.087631,34.782349,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
169,Otello | Dizengoff,"Dizengoff 165, Tel-Aviv",9,32.0840022,34.7739714,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
170,PokeShop | Herzl,"Signa 10 Tel Aviv, Tel-Aviv",8.4,,,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
171,Hummus Eliyahu | Bursa,"Hello Zissman 3, Tel-Aviv",9.2,,,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
172,Anita | Sarona,"Rao Aluf David Elzar Sat 16, Tel-Aviv",9,32.072313,34.7877539,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
173,Tamara | Midtown,"Menachem Begin 144, Tel Aviv, Tel-Aviv",8.8,32.0930882,34.8322718,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
174,Dallal Konditoria,"All Israel Friends 7, Tel-Aviv",8.4,,,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
175,Bari Israeli Salad,"Stone Gvirol 61, Tel-Aviv",8.4,32.087631,34.782349,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
176,Chef Salad | ?? ???,"Yehuda Halevi 47, Tel Aviv, Tel-Aviv",8.6,32.0622122,34.773691,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
177,Pizza Pizzaiolo,"Weizman 60 Givatayim, Tel-Aviv",8.6,32.0690108,34.8084411,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
178,Gueta | Tel Aviv,"Shimon Ben Territory 2, Tel Aviv Jaffa, Tel-Aviv",9,32.1447983,34.8025752,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
179,Shawarma Auni Express,"A Solomon Road 19, Tel-Aviv",8.2,,,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
180,Pepper,"Yigal Alon 96, Tel-Aviv",8.6,32.0683493,34.7937575,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
181,Paca Paca,"Amishav 45, Givatayim, Tel-Aviv",9,32.0616914,34.8064168,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
182,Asia-T,"A whole way 11, Tel-Aviv",8.4,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
183,PokeShop | Bnei Brak,"Bar Kochba 16 Bnei Brak, Tel-Aviv",8.4,32.0941944,34.8236044,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
184,Bleecker Bakery Kosher LaMehadrin | Ramat Gan,"Bialik 76, Ramat Gan, Tel-Aviv",8.2,32.0857936,34.8115303,0,0,0,0,1,0,0,1,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
185,Sherry Herring,"The port market, carpenter 12, Tel-Aviv",9,32.0987139,34.7740865,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
186,Trio Georgian Bakery,"Herzl 90, Ramat Gan, Tel-Aviv",9.2,32.0880105,34.8150243,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
187,Tropico,"Shinkin 49, Givatayim, Tel-Aviv",8.2,32.072176,34.808871,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
188,Yulia,"Julia in the harbor, Tel-Aviv",9,,,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
189,Bariella,"Wall and Tower 16, Tel Aviv-Jaffa, Tel-Aviv",8.4,32.049357,34.758355,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
190,Zitune,"Menachem Begin 55, Tel Aviv, Tel-Aviv",8.6,32.093423,34.832177,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
191,Vivere,"Ibn Gvirol 54, Tel Aviv, Tel-Aviv",9.6,32.0781189,34.781459,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
192,La Goffre | Givatayim,"right Yitshak Rabin, Tel-Aviv",7.4,32.0646327,34.8637586,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
193,Gelateria Siciliana | Ramat Aviv,"Brodsky 15, Tel Aviv, Tel-Aviv",9,,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
194,Marioma,"Nahalat Yitzhak 18, Tel Aviv, Tel-Aviv",7.8,32.075597,34.799186,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
195,Leggenda | Rothschild,"Rothschild 45, Tel Aviv, Tel-Aviv",9,32.0642807,34.774554,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
196,?Metro,"Menachem Begin 72, Tel Aviv, Tel-Aviv",8.8,32.0930896,34.8322698,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
197,Mifgash Aladin,"Sluador 3 Tel Aviv, Tel-Aviv",9,,,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
198,Ginger Grill Bar,"Ramat Gan Jabotinsky 35, Tel-Aviv",8.4,32.0838826,34.8065868,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
199,Biga | Sarona,"Eliezer Kaplan 26, Tel-Aviv",6.4,32.073117,34.7869977,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
200,Pita Machneyuda | TLV,"Ashli House 3, Tel Aviv, Tel-Aviv",8,,,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
201,Menachem,"Hayarkon 88, Tel Aviv, Tel-Aviv",8.2,32.0777623,34.7675604,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202,Cafe Alma | Neve Tzedek,"Shabazi 55, Tel Aviv, Tel-Aviv",7.8,32.0631581,34.7674654,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
203,Falafel Ba'Ribua | Yad Harutzim,"Hand -down 15, Tel-Aviv",8.2,,,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
204,Shefa Hummus,"Bialik 53 Ramat Gan, Tel-Aviv",7.2,32.0840969,34.8136567,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
205,Raw Bowl | TLV Port,"Tel Aviv Port 96, Tel Aviv, Tel-Aviv",6.8,32.096203,34.773158,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0
206,Cafe Cafe | Marom Nave,"Want 19 Ramat Gan, Tel-Aviv",7,32.068424,34.824785,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
207,Lela,"Habash 42, Tel-Aviv",8,32.0615524,34.7789066,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
208,Georgina,"Barzilai 6, Tel Aviv, Tel-Aviv",7.4,32.0619241,34.7751398,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
209,Hagrill Halohet,"UAV 83 Tel Aviv-Jaffa, Tel-Aviv",7.6,32.049357,34.758355,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
210,Basarela,"UAV 83, Tel Aviv, Tel-Aviv",5.8,,,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
211,Hummus Ha'am,"Nahalat Yitzhak 28, TA, Tel-Aviv",9,32.075597,34.799186,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
212,Coffee Station | TLV,"Lost 34, Tel Aviv, Tel-Aviv",8.8,,,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
213,PlantX,"Via Wolfson 54, Tel Aviv, Tel-Aviv",8.8,32.0574143,34.7744756,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
214,Alice Bar Basar | Ramat Gan,"Ben Gurion, 34, Ramat Gan, Tel-Aviv",8.6,32.005532,34.8854112,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
215,Freezer Givatayim,"Weizman 33 Givatayim, Tel-Aviv",9.2,32.0727516,34.8088342,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
216,Hashomer 1,"Hashomer 2, Tel Aviv, Tel-Aviv",7.8,32.0685111,34.7692429,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
217,The Original Sabich Ovad | Givataim,"Sirkin 7, Givatayim, Tel-Aviv",9,32.0768708,34.8142837,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
218,Oro,"Levontin 12, Tel Aviv, Tel-Aviv",9,32.0617724,34.7754413,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
