order_id,rest_id,name,description,price,items_id
1.32025E+38,64,Classic Malawach,"With tomato paste, hard-boiled egg",29,28
1.32025E+38,64,Mineral Water ,"0,5",11,43
1.32025E+38,64,Frozen pastries by weight,"Choose a type, 1 kg",59,35
1.32025E+38,64,Mineral Water ,"0,5",11,43
1.32025E+38,64,Sparkling Water ,"0,25",11,44
1.32025E+38,64,Malabi (Parve),Made on the spot!,20,36
1.32025E+38,64,Disposable Cutlery ,Please choose this item as many times as there are diners in need of disposable cutlery,0,1
1.32025E+38,64,Moses in the box,"Borax fingers with chicken sausage served with tehini, tomato, spicy and pickles. 500 g",39,18
3.09638E+38,474,Hummus Thini,"Hummus, tahini, parsley, sweet paprika, lemon garlic sauce and olive oilServed with 2 handmade pitas - baked on the spot",34,3
3.09638E+38,474,Sprite Zero (a can),"0,33",9,33
3.09638E+38,474,HumShuka,"Hummus, house Shakshuka that includes 2 eggs, sweet paprika, parsley, lemon garlic sauce and olive oilServed with 2 handmade pitas - baked on the spot",43,7
3.09638E+38,474,Wealth Salad,"Thin burgul, hot chickpeas, tahini, tomatoes, cucumbers, purple onion, parsley, fresh lemon and olive oilServed on a bed of Hummus",39,24
3.09638E+38,474,Falafel Pita,"Fresh falafel balls, tahini, chickpeas, vegetable salad, pickles and amba sauce",19,11
3.09638E+38,474,Prigat Lemon-Mint - glass bottle,"0,33",10,42
3.09638E+38,474,Mineral Water (Neviot),"0,5",8,45
3.09638E+38,474,Tahini ,Choose weight,21,18
3.17898E+38,720,Fanta ,"0,33",13,31
3.17898E+38,720,Amalfi,"Tomato sauce, mozzarella, bitter leafy vegetable, bitter bitter from Naples, puree di latte and permigiano  The vegetable is a little spicy and sour - the taste is very special and unconventional",88,20
3.17898E+38,720,Olive - Olive diameter 30,"Tomato sauce, oregano mozzarella, kalamata olives and green olives",48,2
9.65106E+37,242,Gambari Gnocchi ,"Shrimp sauteed with gnocchi in a garlic sauce, butter, dried tomato paste and cream",128,20
9.65106E+37,242,Gambari Gnocchi ,"Shrimp sauteed with gnocchi in a garlic sauce, butter, dried tomato paste and cream",128,20
1.94753E+38,327,Chicken Broadway,"Chicken wings, in chilli-caramel sauce, on a bed of leaves",65,21
1.94753E+38,327,Chicken Broadway Meal,"Chicken wings, in chilli-caramel sauce, on a bed of leaves",79,10
2.02416E+38,406,White Pizza,"Truffle mascarpone, green zucchini, artichoke, green chili, mozzarella, parmesan, oregano and basil",54,4
2.02416E+38,406,Cervelat Sandwich,"Cervelat boutique, mayonnaise, mustard, hard boiled egg, pickle and rocket",48,15
2.02416E+38,406,Ferrarelle,"0,75",22,23
2.02416E+38,406,Mineral Water (Neviot),"0,5",10,22
2.02416E+38,406,Disposable Cutlery ,Please choose this item as many times as there are diners in need of disposable cutlery,0,2
3.27383E+38,671,Stella Artois,"0,33",24,40
3.27383E+38,671,Weihenstephaner,"0,33",30,41
3.47886E+37,356,Pretzel,"milk chocolate 41% , salty pretzel cream and caramel hazelnuts",32,12
3.47886E+37,356,White Chocolate Sprinkles ,"White chocolate covered grain balls, hazelnut praline, and coconut flakes",29,22
3.47886E+37,356,Rocha Pistachio,"Pistachio praline wrapped in white chocolate, hazelnuts in caramel and pistachio chocolate  comes in one unit ",8,25
3.47886E+37,356,"A pound of ice cream and treats ?? ""New Otello Box""",Pound Ice Cream Otelo Classic Bar Othello Bar Pistachio | Sparkling to choose from Roche Swiss Chocolate bar to choose from,165,1
1.07698E+38,161, Spelled Bread,100% spelled flour,24,50
1.07698E+38,161,Signs Guide,"Without wheat flour  - We do our best to produce quality and delicious gluten-free dishes. However, the dishes are made in a non-sterile environment and therefore may contain gluten. These dishes are not recommended for celiac patients and those with a high sensitivity to vegan gluten  Spicy ",0,5
1.07698E+38,161,Rose Wine,Garage Rosa,146,44
1.99623E+38,431,Ratatouille lasagna,"Layers of pasta filled with cheese, diced eggplant, zucchini and onion in napolitana sauce, creamed in the oven with mozzarella",69,43
1.99623E+38,431,Pizza Four Seasons,"Neapolitan sauce, mozzarella, purple onion, kalamata olives, mushrooms, moist cherries",59,32
1.99623E+38,431,Pappardella Verde,"Basil and chameleon cream, zucchini strips, moist cherries, white wine, parmesan and pine nuts",63,42
2.28743E+38,784,Cava ,"0,75",69,31
2.28743E+38,784,Artichoke Pizza,"Tomato sauce, artichoke, Kalamata olives, red onion, spinach, grated mozzarella, roasted cherry tomatoes, fresh arugula leaves and parmesan",79,18
3.13413E+38,37,Cola Zero,0.33L,9,10
3.13413E+38,37,Pack of cheese and spinach borax - frozen,8 frozen mini burekas,38,8
3.13413E+38,37,Cheese borax case - frozen,8 frozen mini burekas,38,5
3.13413E+38,37,Spinach Borax Case - Frozen ,8 frozen mini burekasVegan,38,7
3.13413E+38,37,Sprite Zero,0.33L,9,12
3.13413E+38,37,Flavored Water - Apple ,0.5L,9,16
3.13413E+38,37,Potato Borax Pack - Frozen ,8 frozen mini burekasVegan,38,6
3.13413E+38,37,Potato Borax Pack - Frozen ,8 frozen mini burekasVegan,38,6
2.21625E+38,657,Stella,0.33,17,56
2.21625E+38,657,Lemon meringue,Crispy pie dough filled with lemon cream and meringue,36,41
2.21625E+38,657,Red Wallet,"""Velvety"" raspberry cake, and vanilla cream",36,40
2.21625E+38,657,Baguette Schnitzel,"Thin chicken breast in a crispy coating, served in a baguette with lettuce, tomato, purple onion and pickles",42,14
2.21625E+38,657,Stella,0.33,17,56
7.29333E+37,526,Grapefruit Juice ,0.33,10,36
7.29333E+37,526,Shifa patties (beef) with a stew of your choice, The dish is served with 3 patties   The base and the dish can not be separated into boxes ,65,24
2.2834E+38,672,Kebab Kebab Kebab,"White tahini, jalok salad and herbs",46,12
2.2834E+38,672,Truffle Elharar,"200 g of quality beef, lettuce, onion, pure truffle aioli, onion jam in red wine and burnt shame cheese on the plancha",84,6
6.57121E+35,771,Fukacha,Our dough is seasoned with garlic confit / parmesan oil,28,5
6.57121E+35,771,Shiraz Tavor Winery,"Red wine, dry, with a smooth and round medium body, Mediterranean, typical with balanced acidity and pleasant texture",150,29
2.64621E+38,788,Chocolate Crumble,Fudge and vanilla cream,32,19
2.64621E+38,788,Sprite Zero (can),"0,33",11,22
2.64621E+38,788,Greek Salad,"Fresh vegetables, feta cheese and Kalamata olives",58,12
2.64621E+38,788,Chicken Souvlaki,"Greek pastry, yogurt, potatoes, onion, tomato salad and parsley",48,3
2.64621E+38,788,Greek Salad,"Fresh vegetables, feta cheese and Kalamata olives",58,12
2.64621E+38,788,Ikra,"Ikra, purple onion and hot pepper. About 250 grams",36,15
2.64621E+38,788,??In every order over 100 NIS - Ouzo 12 will be sent as a gift! ??,"Pay attention - please select this item if you have passed 100 NIS in the order ???If the order amount is less than NIS 100, this gift will not be sent",0,1
2.64621E+38,788,Spanakorizo Risotto,"Chard, leek, Parmesan cheese",78,11
3.11616E+38,289,Donut Pack - Quintet,Choose 5 donuts containing ??????,60,11
2.25402E+38,606,Watermelon,"Citronella green tea combined with watermelon, melon and mango doll",22,2
2.25402E+38,606,Earl Go Nut,“Earl Grey” Black Milk Tea sweetened with Coconut and topped with our Home-made Whipped Cream and Tapioca Pearls,26,18
2.25402E+38,606,Teazer,"Citronella green tea combined with raspberries, grapefruit, raspberry and pineapple",22,1
3.32786E+38,402,Goldstar,"0,33",25,18
3.32786E+38,402,Sprite ZERO,"0,33",9,15
3.32786E+38,402,Hawaii,"Spicy sushi rice, teriyaki salmon and teriyaki tuna, pineapple, avocado, mango, soybeans, wakame, seasonal fruit, crispy shallots, wasabi peas. Comes with sesame sauce and ponzo sauce.",59,4
2.42262E+38,679,Spicy Pepperoni Pizza ,"Tomato, mozzarella, provolone, pepperoni, olive, rocket and chili sauce",76,5
2.42262E+38,679,Mineral water San Pellegrino - great,"0,75",23,27
2.42262E+38,679,Pizza Karachi,"Tomato sauce, mozzarella, provolone, Italian artichoke, roasted pepper, mushrooms and olives",69,6
3.4777E+37,692,Fongi linguini ,"Wild mushrooms and portobello are roasted in butter, garlic, thyme and sweet cream.",58,13
3.4777E+37,692,The mythical schnitzel,Classic Schnitzel with a side dish of your choice (Dairy-free),62,18
3.36548E+37,310,Green Sirloin Wok,"Egg noodles or Jasmine rice Stir fried with sirloin, vegetables, Curry sauce, coconut cream and Malaysian Basil",47,20
3.36548E+37,310,Vegetables Sushi Sandwich ,"Sweet potato, avocado and Tamago (Japanese omelette), covered in panko",30,50
3.36548E+37,310,NINE Avocado Maki ,"8 pieces of narrow sushi roll, seaweed out Filled with avocado3 NIS for extra veg",17,35
1.27467E+38,827,Coca Cola,"0,33",13,75
1.27467E+38,827,Bowl Entrecote Asada,"Thin entrecote on the plancha and fried onions, lime rice, friholes (black beans), pico de gaio, Mexican cabbage and coriander aioli sauce",59,21
2.99903E+38,349,Saban Up,"0,35",11,46
2.99903E+38,349,Tamatar Masala ?,"Fresh egg noodles, saffron & tomato butter, grilled kohlrabi, broccoli, peas, black cardamon, cumin and coriander seeds, panko, pistachio masala and corianderMain dish changes are not possible",66,19
2.17781E+38,760,Sprite,"0,33",9,10
2.17781E+38,760,Sprite,"0,33",9,10
2.17781E+38,760,Kinley Soda,"0,25",9,13
2.17781E+38,760,Disposable Cutlery ,Please choose this item as many times as there are diners in need of disposable cutlery,0,1
2.17781E+38,760,Fuze Tea - Peach,"0,5",10,12
2.17781E+38,760,Crispy French fries,Blue Leaf Potatoes,18,5
2.17781E+38,760,cold tea,"Refreshing and healthy - 100% natural 0,33 ml Choose a flavor",15,15
2.17781E+38,760,Nuggets - 8 pcs,Blue Butcher with an extra crispy coating,35,7
2.17781E+38,760,Leaf salad,"Mix fresh leaves, colorful cherry tomatoes, champagne vinaigrette",32,4
2.17781E+38,760,Classic Beyond Hamburger ,"Regular Beyond patty (113 g), house aioli, lettuce Lalik, tomato, purple onion and our pickles",58,2
2.17781E+38,760,Sprite Zero,"0,33",9,11
2.17781E+38,760,Mineral Water,"0,5",9,14
2.17781E+38,760,Sprite,"0,33",9,10
2.85612E+38,431,The rattle of the house,"A traditional tomato stew with two well-made eggs, house focaccia and a personal salad",54,4
2.85612E+38,431,Hot chocolate,Hot chocolate cake and salted caramel. Comes without ice cream,42,57
2.85612E+38,431,Sneakers,"Chocolate biscuit, toffee cream, chocolate mousse, salted peanuts in a chocolate coating with salted caramel sauce",42,52
2.92922E+38,754,Kinley Soda,"0,25",8,10
2.92922E+38,754,Pita shawarma,Served in pita with salads to choose from,46,2
2.92922E+38,754,Disposable Cutlery ,Please choose this item as many times as there are diners in need of disposable cutlery,0,1
2.92922E+38,754,Grape Flavored Mineral Water,"0,5",10,16
2.92922E+38,754,Grape Flavored Mineral Water,"0,5",10,16
2.92922E+38,754,Disposable Cutlery ,Please choose this item as many times as there are diners in need of disposable cutlery,0,1
2.92922E+38,754,Peach Flavored Mineral Water,"0,5",10,14
2.92922E+38,754,Fanta (can),"0,33",10,9
2.92922E+38,754,Fanta (can),"0,33",10,9
2.92922E+38,754,Sprite (can),"0,33",10,7
2.92922E+38,754,Peach Flavored Mineral Water,"0,5",10,14
2.92922E+38,754,Cola Zero (can),"0,33",10,6
2.92922E+38,754,Prigat Grapes - glass bottle,"0,33",10,13
2.92922E+38,754,Fuze Tea - Peach (glass bottle),"0,33",10,12
2.92922E+38,754,Sprite Zero (can),"0,33",10,8
2.92922E+38,754,Malty Root Beer,"0,33",11,11
2.92922E+38,754,Kinley Soda,"0,25",8,10
2.92922E+38,754,Mineral Water (Neviot),"0,5",8,17
2.92922E+38,754,Bonfire potato,"Served with tehini, onion, tomato and hot pepper on the fire",15,3
2.92922E+38,754,Kinley Soda,"0,25",8,10
2.92922E+38,754,Disposable Cutlery ,Please choose this item as many times as there are diners in need of disposable cutlery,0,1
2.92922E+38,754,Sprite Zero (can),"0,33",10,8
2.92922E+38,754,Mineral Water (Neviot),"0,5",8,17
3.05023E+38,520,Brulée Waffle,Belgian waffle with creme brulee and topping to choose from,54,7
3.05023E+38,520,Mineral Water (Neviot),"0,5",8,16
3.05023E+38,520,Lotus Waffle,"Belgian waffle with rich cheesecake cream, lotus spread, lotus crumble and caramel toffee sauce",54,9
3.05023E+38,520,Mineral Water (Neviot),"0,5",8,16
3.05023E+38,520,DIY Crepe,Choose a spread,32,1
3.05023E+38,520,Cheesecake Waffle,"Belgian waffle with rich cheesecake cream, almond crumble and berries",54,8
3.05023E+38,520,Salted Pretzel Waffle,Salty pretzel sauce with plain pretzel chips and coated pretzels,48,12
2.14422E+38,406,Gewurztraminer (USA),Semi dry. 0.75,140,31
2.78457E+38,262,Pita with Sabih inside,"Milling, zhug, eggplant cream, harissa, pickled lemon, potatoes, eggplant, hard-boiled egg, cherry tomatoes, parsley, onion, feta cheese and pickles",38,11
2.78457E+38,262,Bulgarian Borax,"Bulgarian borax, tomato vinaigrette with tahini and smoothie, for stone with arisa and hyssop, egg and pickles",52,5
5.20215E+37,681,Tiramisu,Layers of espresso-soaked biscuits,39,47
5.20215E+37,681,Salad with Za'atar Croutons,"Cucumber, Tomato, Onion, Lettuce and Green Leaves in a Chimichurri, Lemon and Olive oil sauce",39,10
1.85595E+38,242,Salmon and Cream ,"Pan-fried pasta in a pan with sliced salmon, butter, green onions, cream, parmesan cheese and lemon zest",88,13
1.18094E+38,91,Sparkling Water,"0,250",9,18
1.18094E+38,91,Mineral Water,"0,5",9,16
1.18094E+38,91,"Perrier 0,33","0,33",12,19
1.18094E+38,91,Homemade granola,"On-site granola, served with yogurt and seasonal fruit salad",43,5
1.18094E+38,91,???? ????,"0,33",11,14
1.18094E+38,91,Primitivo Italy - dry red,"0,750",86,25
1.39513E+38,533,Osaka Roll I / O ,"8 Pieces with carrots, cucumber, sweet potato and green onion wrapped with roasted sesame seeds",29,26
1.39513E+38,533,Tom Yum soup  ,"Champignon mushrooms, green and white onions, zucchini, carrots, white cabbage, tom yum (lemon grass, ginger, leeks) and stir-fried clear bean noodles based on vegetable stock and coconut milk",47,18
9.65313E+37,408,Hot Dog Combo,"All beef 9"" stretch dog with choice of toppings & sauces on a soft steamed bun served with choice of side and soft drink",59,21
9.65313E+37,408,Vilde Chaya Combo ,"Smash burger made from 100% beef ,grilled with mustard, American cheese, caramelized onions, sweet pickles, bodega sauce",75,5
4.86267E+37,748,Single Pizza,"Pizza Margherita, cut into fourToppings can be added",40,1
4.86267E+37,748,Stella Artois,"0,33L",16,7
4.86267E+37,748,Single Pizza,"Pizza Margherita, cut into fourToppings can be added",40,1
6.02969E+37,139,Beef Cutlets ,", Beef patties in tomato and pumpkin sauce with the scent of a gluten-free house",54,8
6.02969E+37,139,Vegan chocolate pudding ,Rich soy chocolate pudding comes with halva and roasted pistachios,12,27
6.02969E+37,139,"""Committee of Tenants"" Salad ","Neighbor's market salad Cucumber, tomato, purple onion, chickpeas and parsley, feta cheese, olive oil and lemon sauce (can be requested without feta cheese / without egg)",47,6
6.02969E+37,139,Salmon bagel and cold beet cheese,"American bagel with grilled beet cream cheese, purple onion, smoked salmon and lettuce",32,21
2.54583E+38,730,Goldstar,"0,33",20,5
2.54583E+38,730,Kinley Soda,"0,25",9,11
2.54583E+38,730,Goldstar,"0,33",20,5
2.54583E+38,730,Coca-Cola - glass bottle,0.33,12,8
2.54583E+38,730,Goldstar,"0,33",20,5
2.54583E+38,730,Budweiser,"0,33",20,7
7.11815E+37,679,Mineral water San Pellegrino - small,"0,25",13,26
7.11815E+37,679,"Neta Adom, Israel",0.7,144,14
7.11815E+37,679,"Palazzo della Torre, Algrini, Italy",0.7,172,15
2.25547E+38,536,Special Combo,"8 pcs Funky Roll, 8 pcs Red Dragon, 8 pcs Salmon-tempura, 8 pcs Tsunami Roll, 4 pcs Grilled Salmon Sandwich",187,72
2.57606E+38,818,Galo Shake ,"Pineapple, banana, blue berries, blue spirulina, oragnic coconut chips and coconut milk",32,7
2.57606E+38,818,Hardness Hadap ??,"For a greener environment, please select this item as the number of diners in need of difficulty",0,1
2.57606E+38,818,Captain Kombucha Pineapple and Peach,Organic sparkling kambucha drink with pineapple and peach extract - Kaftan kambucha 400 ml,23,23
1.26747E+37,242,Arbiata,"Penne-type pasta. Fry in a pan with pomodoro sauce, garlic, chili, basil leaves and parmesan",75,22
2.97964E+37,776,Red Stripe,"0,33",20,6
2.97964E+37,776,Pepsi Max (a can),"0,33",12,3
2.97964E+37,776,Nesty,0.33,12,8
2.97964E+37,776,San Benedetto Mineral Water,"0,5",10,5
2.97964E+37,776,soda ,"0,25",10,7
2.97964E+37,776,Pack of 4 MR Bubble cans,1L,98,9
3.70681E+37,60,Sweet Reviva and Celia,Baking book for beginners and advanced. In a book of recipes for the entire variety of confectionery by Reviva and Celia over the years. From baked cakes and cookies through mousse cakes to macaroons and pralines,98,61
4.8137E+37,484,Coca-Cola (can),"0,33",10,17
4.8137E+37,484,Susu Nuggets,Chicken nuggets served with Carolina sauce,51,7
4.8137E+37,484,Susu's Mix ,A mix of potato and sweet potato fries,22,14
4.8137E+37,484,Sprite Zero (can),"0,33",10,20
4.8137E+37,484,Coca-Cola (can),"0,33",10,17
4.8137E+37,484,Coca-Cola (can),"0,33",10,17
4.8137E+37,484,Mineral Water (Neviot),"0,5",12,23
4.8137E+37,484,Wings L,18 pcs wings in a spicy chili caramel sauce served with chopped peanuts and dairy,61,9
3.74254E+37,586,Stir-fried cherry tomato pizza,"Tomato sauce, sauteed cherry tomatoes with olive oil, onion, kalamata olives and grated feta",99,6
3.74254E+37,586,Coca-Cola Large bottle,1.5,16,22
3.74254E+37,586,Cola Zero,0.33,12,34
3.02418E+38,428,Pizza Galileo Galilei,"Excellent pizza dough with the addition of Italian tomato sauce, mozzarella cheese and toppings to choose from",69,16
3.02418E+38,428,Vegan Mixed ,"Marinated tofu cubes sautéed in a hot batter with champignon mushrooms, portobello, fried onions and a mixture of spices served on a bed of focaccia alongside sauteed green beans",76,26
3.05815E+38,161,Tiramisu,Mascarpone and biscotti cream dipped in espresso and cocoa powderContains gluten,28,26
3.05815E+38,161, Rye Bread,90% whole rye flour and 10% white flour,25,52
3.05815E+38,161,Personal Fruit Tart,"Crispy dough, patisserie cream and seasonal fruits",36,28
2.57235E+38,238,fruit shake,Assembled smoothie,29,32
2.57235E+38,238,Mozzarella toast,"Classic toast - Italian tomato sauce, mozzarella cheese and toppings to choose from, served with green salad and spicy olives",58,17
2.57235E+38,238,Fantasy salad,"Mix lettuce and arugula, beets, caramelized walnuts, carrots, radishes, cherry tomatoes, hot dream cubes in vinaigrette sauce",68,10
1.3975E+38,349,East Sour,"gin, sake yuzu, bitters', midori, lemon grass, lime and basilsour",42,28
1.3975E+38,349,Tamatar Masala ?,"Fresh egg noodles, saffron & tomato butter, grilled kohlrabi, broccoli, peas, black cardamon, cumin and coriander seeds, panko, pistachio masala and corianderMain dish changes are not possible",66,19
2.70144E+38,422,Japanese Poke Ball,"Red tuna tartare with a gentle seasoning in the house sauce, rice (interchangeable), cucumber, lettuce, beets, purple onion, green onion, soybeans and green beans.  Spicy aioli sauce and soy sauce are recommended.",57,13
2.70144E+38,422,Fanta (can),"0,33",10,30
2.70144E+38,422,Soda ,"0,25",8,33
2.97993E+38,473,A package of lamb chorizo,kilo,60,30
2.97993E+38,473,Peach Flavored Mineral Water,"0,5",13,27
2.97993E+38,473,Malty Root Beer,"0,33",13,26
2.97993E+38,473,Puree,milky,16,13
2.97993E+38,473,Fanta (can),"0,33",12,24
2.97993E+38,473,A classic Angus burger meal,"200 g beef / mix beef patty Beef to choose from, lettuce, tomato, home-pickled pickle and purple onion in Angus sauce, the patty comes in a recommended degree of preparation (between M and MW) served with a side dish and a soft drink to choose from",78,5
3.04267E+38,342,Savta San Ramen,"Spring onion, sprouts, baby spinach, steamed cabbage, carrot, chicken, and ramen noodles in a delicate chicken broth",49,17
3.04267E+38,342,Chimichurri salmon,"Salmon, avocado, chimichurri ponzo",48,67
1.01375E+38,416,Schnitzel In a Bun,"160 / 320 g chicken breast coated in bread crumbs, served in a hamburger bun with lettuce, red onion, tomato, pickles and, mayonnaise, fermented lemon and chimichurri",35,11
1.01375E+38,416,Cocal Cola,"0,33",9,21
1.01375E+38,416,Diet Sprite,"0,33",9,25
1.01375E+38,416,Diet Coke,"0,33",9,23
1.01375E+38,416,Sprite,"0,33",9,24
1.01375E+38,416,Entrecote a la Plancha In a Bun,"Fresh entrecote chunks on the plancha with fried onion, vegetables and jalapeno pepper in a hamburger bun",49,8
3.05844E+38,429,Fish Cutlets Hraime With Vegetables And Hot Pepper,"Served with two side dishes of choice, salads, and home pickles",54,8
2.55981E+38,471,Captain Crème Brûlée,"With real vanilla, raw tahini, caramelized and garnished with halva hairs",28,33
2.55981E+38,471,Perriere Soda ,"0,33",12,39
2.55981E+38,471,Fishwarma,"200g tilapia fillet slices fried with a special shawarma seasoning, on a bed of amba tahiniServed with house bread and pickles",69,16
1.28447E+38,311,Hamburger,"Mayonnaise, Lettuce, Tomato, Red Onion, Pickles and Ketchup",45,10
1.28447E+38,311,Sprite,"0,33",9,18
1.28447E+38,311,Sabich,"Eggplant, Egg, Tahini, Cucumber and Tomato",30,14
1.28447E+38,311,Manhattan,"Turkey breast, mayonnaise, mustard, tomato, pickle and lettuce",45,2
1.28447E+38,311,Tuna Fillet,"Mayonnaise, green onion, purple onion, tomato, radish, lemon zest and grated egg",45,13
1.9117E+38,225,Fish Aqua Pazza,"fresh seabream fillet, onion, capers and pasta chunks, in a white wine sauce",116,34
1.9117E+38,225,Beet Ravoili,"filled with beet and mascarpone, in a lemony cream sauce, garnished with roasted almonds",76,25
2.07454E+38,696,Peach Fuze Tea ,"0,5",11,18
2.07454E+38,696,It is recommended to heat the pizzas,"For a perfect delivery, we recommend heating the pizzas in the oven a little at 180 degrees for about 3 minutes ?? That way you will get to taste our pizzas just as if they came out of the brick oven right now!",0,1
2.07454E+38,696,Anzo ,"Tomato sauce, mozzarella, roasted cherry tomatoes, mozzarella fresco, arugula, parmesan and lemon zest",88,7
2.07454E+38,696,Duel Gronemann,"Special pizza, salad and dessert to choose from (cake / 2 malabi / chocolate ball) - 2 free drinks",150,2
4.16702E+37,736,Beck's,"0,33",20,9
4.16702E+37,736,The Thai - Recommended ??,"Fish to choose from, Thai okra / Thai beans (in season), green papaya, avocado, purple onion, orange, mint, coriander and garlic. Served on iceberg lettuce in ""Som Tam"" sauce and Thai chili served with fried rice leaves",63,3
4.16702E+37,736,Sprite Zero (glass bottle),"0,33",10,16
4.16702E+37,736,PERINI - White wine,"0,7",80,12
3.40111E+38,400,Salmon chirashi,"Salmon tartare in yuzu soy, avocado, red, radish hairs, carrots, cucumber, scallions and crispy nori chips",54,18
3.40111E+38,400,Veggie Cone,"Avocado, cucumber",23,46
1.26878E+38,825,Mayor Burger,"Mayonnaise, chimichurri, pickled onion and grilled cherry tomatoes.This Burger can't be modified",40,12
1.26878E+38,825,"Pineapple Mint Lemonade 0,4",Homemade By Vitrina,9,19
1.26878E+38,825,Son of a Bun Veggie,"Quinoa wheat and lentils patty with mushrooms stuffed with ""gouda cheese"" roasted cherry tomatoes, lettuce, pickles, Thousand Island dressing, and date honey mustardContains gluten",40,14
1.26878E+38,825,Mayor Burger Deal,"Mayonnaise, chimichurri, pickled onion and sweet cherry tomatoServed with french fries and a drink",59,6
1.26878E+38,825,Small French Fries Mix,Mix potatoes and sweet potatoes,13,15
1.26878E+38,825,Maccabi Beer 7.9%,"0,33",23,17
9.06795E+37,426,Sprite,"0,33",15,95
9.06795E+37,426,Spicy Salmon Ring  ,"Sushi rice topped with spicy salmon and a mixture of avocado, onion, red chili, sesame and lemon",42,26
9.06795E+37,426,Mineral Water,"0,5",12,87
9.06795E+37,426,Kimusabi Roll,"Fried sea- bream, Avocado, Sweet Potato, kampio and Green Onion topped with Seared Salmon, Spicy Mayonnaise and Hot Chili",52,46
1.68747E+38,91,?? ???? ??????? ????,"0,750",89,23
1.68747E+38,91,Chocolate Nemesis ,With Vanilla Whipped cream,43,7
9.14389E+37,541,Fish and Chips,"Fish fillet in a hot crispy coating, served with French fries, aioli arisa and pickled lemon",74,31
2.70127E+38,184,Chestnut and Mushroom Gnocchi ,"Gnocchi in cream sauce, mushrooms, truffles and chestnuts",64,33
2.37616E+36,421,health salad,"Mix lettuce, black lentils, burgul, cucumbers, celery, beetroot strips, green apple, cranberries with lemon seasoning and tahini",49,52
2.37616E+36,421,Medium Pizza,Thin double Margherita pizza with fine tomato sauce and a quality cheese mixture30 cm,59,5
2.37616E+36,421,Homemade Pizza Kit,"Make a homemade pizza in Domino's secret recipeKit contains: personal dough, sauce, real yellow cheese, toppings, spices, homemade sauce and grape juice",40,33
2.37616E+36,421,Nutella Ziva,Pizza dough roll with Nutella chocolate and sugar powder,38,53
2.37616E+36,421,Focaccia cream,"Alfredo sauce, mushrooms and garlic",49,22
2.37616E+36,421,Small Pizza,Thin personal Margherita pizza with fine tomato sauce and a quality cheese mixture22 cm,35,4
2.37616E+36,421,Legendary Sambusak Custom Assembled,Yellow cheese and sauce and extras to choose from,38,32
3.0855E+38,399,1 kg Frozen Yogurt,Yogurt base,115,26
1.8629E+38,133,Sprite Zero Can,0.33,11,36
1.8629E+38,133,Coca Cola Can,0.33,11,33
1.8629E+38,133,Sprite Can,0.33,11,35
1.8629E+38,133,Chocolate fudge,"Soft Chocolate cake, covered with Chocolate Ganache",39,24
1.8629E+38,133,Coca Cola - Large bottle,"1,5",16,41
2.90899E+38,72,Mix Fries ,"French fries, 8 onion rings, and 8 mashed potato ballsServed with ketchup and mayonnaise",45,37
2.90899E+38,72,Beef Burger ,"Choose pattie size, vegetables, sauces and toppings",39,19
2.90899E+38,72,Sprite ,Choose a can / plastic bottle,11,43
2.90899E+38,72,Entrecote Salad ,"Lettuce, tomato, pickled cucumber, seared onion and entrecote strips",55,29
2.4782E+38,68,#12 Green Curry Noodles,"Chicken/tofu/beef, noodles of choice, pea, eggplant, coriander, and basil",40,15
2.4782E+38,68,#8 Fried Rice,"Chicken/tofu/beef, carrot, bell pepper, pea, onion, and sping onion",35,11
2.4782E+38,68,Chopsticks ,please choose this item as many times as necessary,0,1
1.83691E+37,724,Pomodoro ,"Tomato sauce, garlic, and basil",48,11
1.83691E+37,724,Mascarpone ravioli and sun-dried tomatoes,Select Sauce  Image for illustration,62,24
2.72172E+38,278,"Yogurt 0,5 Kg",Choose up to 6 toppings,66,7
2.72172E+38,278,Yogurt 1 Kg,Choose up to 6 toppings,100,8
2.6876E+38,161,Thessaloniki Pizza,"Pomadoro sauce, mozzarella, parmesan, red and green onions, thassos olives, sun-dried tomatoes and parsley",68,20
2.6876E+38,161,Signs Guide,"Without wheat flour  - We do our best to produce quality and delicious gluten-free dishes. However, the dishes are made in a non-sterile environment and therefore may contain gluten. These dishes are not recommended for celiac patients and those with a high sensitivity to vegan gluten  Spicy ",0,5
2.20853E+38,365,Huge schnitzel,Chicken breast in a Panko shell Traditional Japanese bread crumbsServed with stir-fried Rice / Chips,52,67
1.57667E+38,737,Tonic,0.25,13,18
1.57667E+38,737,Vegan Pizza ,"""Cheese"", artichokes, caramelized onions and sun-dried tomatoes",72,9
1.57667E+38,737,Fuze tea,0.33,13,19
1.57667E+38,737,Beck's,0.275,25,26
1.57667E+38,737,Note ,"Our Pizza's are perfect just the way we make them, so we don't send any sauces or spices with them??",0,1
1.57667E+38,737,Fungi bianca ,Rich truffle cream sauce and a variety of mushrooms,70,15
1.97787E+38,559,Double McRoyal Meal,"2 Patties in a bun with premium lettuce, tomato, red onion, pickle slices, and Royal sauce The meal is served with an XL french fries and 520 ml drink",65,32
1.97787E+38,559,Siam salad with Crunchies meal,"Asian salad in Siam sauce with a mixture of peanuts, sesame, crispy onions and CrunchiesThe meal is served with 520 ml drink",50,61
